source,target,en_length,zh_length
"Brian finally pulls back and Cameron crumples to the ground, unable to process what Brian is saying, not that he'd be able to understand it anyway.",Brian收回膝盖，Cameron一下子瘫倒在了地上。他无法理解Brian的话，也没有时间去理解。,147,49
The coyote lets out guttural groans over and over again.,郊狼从喉咙中发出一声又一声呻吟。,56,16
"Brian taunts him from above, and Cameron responds with a whooping gasp, pressing his face into the floor in agony.",Brian戏谑地说。Cameron倒吸一口气，绝望地把脸按在地板上。,114,34
"Cameron is lifted into the air again, feeling his feet kick around for purchase on the ground as he once again dangles from his shirt, the fabric stretching to the point that Cameron can hear the threads popping in his collar.",Cameron又被拎到了空中，双脚伴随着线头绷断的声音踢来踢去。,226,32
"Cameron cracks open an eye and sees Brian drawing back a huge paw, and Cameron manages to choke out a few words with the tiny amount of air he's gathered into his collapsed lungs.",Cameron睁开眼睛，正好看见Brian摆出挥拳的架势，他连忙用肺里的少量的空气呛出几个字。,179,47
"Cameron wheezes loudly between the words, knowing that this is exactly what Brian likes, but how can he stop himself?",Cameron一边说，一边大口大口地喘息。他知道这正是Brian喜欢的，但他也是不得已啊？,117,45
He's not even sure if stopping himself will help.,他甚至不敢想像停下来的后果。,49,14
Maybe that will only trigger Brian into hurting him more.,Brian只会下手更狠。,57,12
"But to Cameron's immense relief, the Bear pauses, then slowly drops his fist.",但令Cameron欣慰的是，熊停顿了顿，然后慢慢放下了拳头。,77,30
Cameron sees the wild look in Brian's eyes gradually leave as he stares at the gasping coyote in his grasp.,Brian盯着透不过气来的郊狼，Cameron能够看到他眼睛里的野性正在逐渐消失。,107,41
"The bear lets go, and Cameron slumps back to his knees, curling up again in the fetal position.",熊松开手，Cameron再次瘫倒在了地上，蜷缩回成胎儿的姿势。,95,31
He didn't feel any pain.,他不曾感觉到疼痛。,24,9
But now he does.,之前不曾。,16,5
"\""Speak up, Arturo! The whole class needs to hear you.\""",\,56,1
"He's in front of twenty curious, attentive eyes while his paws shake, almost making his papers rattle.",他站在二十双好奇而专注的眼睛面前，纸张几乎被自己的爪子弄得刷刷作响。,102,34
"He's had less than a year to learn a new language, and now they expect him to give an entire book report.",他学这门新语言还不到一年，现在却要写一篇完整的读书报告。,105,28
"He'd give anything to be in his room, gaming on his brand new PlayStation 2, but first, he has to figure out how to survive these next five minutes--",他愿意付出一切代价，只要他能回到自己的卧室，畅玩全新的PS2。但眼下，他必须想办法活过接下来的五分钟-,149,51
He's playing his PlayStation 4 in his dorm room when Maria walks in.,Maria走进来时，他正在宿舍里玩PS4。,68,21
He doesn't look up from his game.,他没有把目光从游戏中移开。,33,13
Maria,\,5,1
That makes him look up.,他抬起头。,23,5
"She looks confused, frustrated.",她看起来即困惑，又沮丧。,31,12
Maria,\,5,1
He puts down the controller and stands up.,他放下手柄，站了起来。,42,11
Arturo installs a lock on the medicine cabinet.,Arturo往药柜上装了一把锁。,47,16
He helps her eat healthy.,他为她制定了健康的饮食。,25,12
He helps makes sure she goes to bed at the right time.,确保她在正确的时间上床睡觉。,54,14
"Whenever she feels a mood swing approaching, high or low, they prepare together.",每当她的情绪出现波动，或高或低，他都会陪她一起度过。,80,26
"Maria once cried and told him that she wasn't worth it, that he should find someone that isn't an unpredictable mess.",Maria曾哭着告诉他，她配不上他，他值得更好的人。,117,26
"He told her she was definitely worth it, and that they just need to stay alert.",他则反驳她绝对配得上，他们只是需要多留心。,79,21
"Arturo opens his eyes, and then cringes at the ache in his head.",Arturo睁开眼睛，头上的疼痛令他畏怯。,64,21
"Not an ache, but an explosion ripping through his skull, his brains, and down his spine.",不是疼痛，而是爆炸，撕裂了他头骨、脑髓和脊椎的爆炸。,88,26
"It hurts so much that he lets out a sound that's a half-moan, half-scream.",他痛得连喘息都像是尖叫。,74,12
"This time, it seems to take even longer for him to understand where and when he is.",这一次，他花了更多时间才理解自己身处何时何地。,83,23
He had been moving as fast as he could without actually running or jogging since he isn't even capable of doing that.,他一直在竭尽所能地赶路，因为他压根没有跑步或者慢跑的能力。,117,29
"He guessed he had probably made it two miles away from Echo, so five more to go.",他猜他大概已经到了离回音镇两英里的地方，也就是说还有五英里要走。,80,32
"He had just been thinking about how he was walking almost exactly like his grandfather did after his stroke, and Arturo had thought \""now we'll actually have something to bond over\"" before it happened.",Arturo心想，他现在走路的样子和自己那中风的祖父一模一样，这正好印证了他之前的一句话：\,202,46
"A dizzy spell unlike all the others made him stumble, like he was looking over the edge of a cliff.",一阵不同寻常、就像从悬崖边往下看一样的眩晕绊住了他的脚步。,99,29
"Then anxiety like he'd never known before overcame him, making his heart beat so fast Arturo was convinced it was going to explode.",接着，一股前所未有的焦虑席卷了他。他的心跳得如此之快，以致于Arturo确信它就要爆炸了。,131,45
"He got on his knees, started praying for help and then--",他跪在地上祈求帮助，然后-,56,13
"--Now he's here, on the ground, his nose and forehead stinging from where it slammed into the asphalt, and the rest of his body just aches.",-然后就出现在了这里，鼻子与额头朝下，被柏油马路硌得生痛。,139,29
"He'd had a seizure, and even though he's never had one before, he knows that's what happened.",他癫痫发作了。尽管这是他从来没有经历过的事情，但他就是知道。,93,30
At least he was on his knees so his face didn't have far to fall.,至少他是跪着的，这样脸不会摔得很惨。,65,18
"Still, he's left feeling so exhausted, so defeated that he just wants to lay there.",尽管如此，他依然感到十分的疲惫和沮丧，他只想要躺下。,83,26
"He'd been in a half-dream state, completely confused as he stared around him, memories flicking through his mind like a View-Master.",他半睡半醒，困惑地环顾四周，记忆如走马灯一般从他的脑海掠过。,132,30
"An hour had passed, maybe two, before he finally understood what his situation was again.",一个小时、或许两个小时过去了，他才又理解了现在的处境。,89,27
"He almost wants to go back to that confused state, pretend it's a dream.",他好想回到那个迷茫的状态，假装这是一场梦。,72,21
"But now he's crying, because how is he going to take care of Maria if he can barely walk, barely talk?",但他哭了。因为如果他连路都走不好，连话都说不好，他又该怎么照顾Maria？,102,37
"She's good at taking care of herself, but he needs to be there, just in case.",她是很会照顾自己，但他放不下心。,77,16
"He needs to live, and he needs to get better.",他要活下去，他要振作起来。,45,13
"And while he's glad to be out of Echo, he knows Cameron is still there, and if Devon is gone, too, he knows the bear would only want him to save Cameron.",虽然自己离开了回音，但Cameron还在那里。他知道Devon死之前一定会、且只会把Cameron托付给他，如果那头熊真的遭遇了不测的话。,153,69
"\""Get up, Arturo! All your friends need you.\""",\,46,1
"Eventually, he slowly sits up, his paws shaking so badly, he's worried he's having another seizure, but eventually, he steadies himself.",想到这里，他慢慢坐起身。双爪剧烈颤抖，让他担心自己是不是又得了癫痫，但他还是尽量保持着镇定。,136,46
He needs to keep moving.,他需要继续前进。,24,8
"So, with a deep, shuddering breath, Arturo starts to carefully get up, and that's when he sees it.",于是深吸一口气后，Arturo小心翼翼地站起来。就在这时，他看到了。,98,34
...,...,3,3
"It stares, and Arturo just stares back silently.",它凝视着Arturo，Arturo默默凝视着它。,48,24
"In that moment, he's sure that he actually did die, that what he assumed was a seizure was really just the end.",那一刻，他觉得所谓的癫痫只是个开始，自己其实已经死了。,111,27
"And now this thing, this embodiment of death, is here to take him.",而这个东西，这个死亡的化身，要在这里带走他。,66,22
